"","Compound","Label","Stage","Temperature","Fraction","SEM","Accu"
"40","1-Methylhistidine",0,"13C-Larvae","Pocillopora-27",7632.90815666667,1030.61159885167,8098.55845695
"41","1-Methylhistidine",7,"13C-Larvae","Pocillopora-30",0,0,0
"42","1-Methylhistidine",6,"13C-Larvae","Pocillopora-30",0,0,0
"43","1-Methylhistidine",5,"13C-Larvae","Pocillopora-30",0,0,0
"44","1-Methylhistidine",4,"13C-Larvae","Pocillopora-30",0,0,0
"45","1-Methylhistidine",3,"13C-Larvae","Pocillopora-30",0,0,0
"46","1-Methylhistidine",2,"13C-Larvae","Pocillopora-30",0,0,0
"47","1-Methylhistidine",1,"13C-Larvae","Pocillopora-30",108.111522416667,74.6430532338088,108.111522416667
"48","1-Methylhistidine",0,"13C-Larvae","Pocillopora-30",6128.63793316667,657.953903295247,6236.74945558333
"49","1-Methylhistidine",7,"13C-Larvae","Pocillopora-33",0,0,0
"50","1-Methylhistidine",6,"13C-Larvae","Pocillopora-33",0,0,0
"51","1-Methylhistidine",5,"13C-Larvae","Pocillopora-33",0,0,0
"52","1-Methylhistidine",4,"13C-Larvae","Pocillopora-33",0,0,0
"53","1-Methylhistidine",3,"13C-Larvae","Pocillopora-33",0,0,0
"54","1-Methylhistidine",2,"13C-Larvae","Pocillopora-33",0,0,0
"55","1-Methylhistidine",1,"13C-Larvae","Pocillopora-33",337.46393656,123.18588553468,337.46393656
"56","1-Methylhistidine",0,"13C-Larvae","Pocillopora-33",7111.7144182,1131.86491025024,7449.17835476
"57","1-Methylhistidine",7,"13C-Larvae","Pocillopora-dark",0,0,0
"58","1-Methylhistidine",6,"13C-Larvae","Pocillopora-dark",0,0,0
"59","1-Methylhistidine",5,"13C-Larvae","Pocillopora-dark",0,0,0
"60","1-Methylhistidine",4,"13C-Larvae","Pocillopora-dark",0,0,0
"61","1-Methylhistidine",3,"13C-Larvae","Pocillopora-dark",0,0,0
"62","1-Methylhistidine",2,"13C-Larvae","Pocillopora-dark",0,0,0
"63","1-Methylhistidine",1,"13C-Larvae","Pocillopora-dark",16.79124913,16.79124913,16.79124913
"64","1-Methylhistidine",0,"13C-Larvae","Pocillopora-dark",10884.5641386667,1348.22669789685,10901.3553877967
"65","1-Methylhistidine",7,"13C-Recruit","Acropora-27",0,0,0
"66","1-Methylhistidine",6,"13C-Recruit","Acropora-27",0,0,0
"67","1-Methylhistidine",5,"13C-Recruit","Acropora-27",0,0,0
"68","1-Methylhistidine",4,"13C-Recruit","Acropora-27",0,0,0
"69","1-Methylhistidine",3,"13C-Recruit","Acropora-27",0,0,0
"70","1-Methylhistidine",2,"13C-Recruit","Acropora-27",0,0,0
"71","1-Methylhistidine",1,"13C-Recruit","Acropora-27",951.749420886,414.284126616121,951.749420886
"72","1-Methylhistidine",0,"13C-Recruit","Acropora-27",190220.051922,122109.128102482,191171.801342886
"73","1-Methylhistidine",7,"13C-Recruit","Acropora-30",0,0,0
"74","1-Methylhistidine",6,"13C-Recruit","Acropora-30",0,0,0
"75","1-Methylhistidine",5,"13C-Recruit","Acropora-30",0,0,0
"76","1-Methylhistidine",4,"13C-Recruit","Acropora-30",0,0,0
"77","1-Methylhistidine",3,"13C-Recruit","Acropora-30",0,0,0
"78","1-Methylhistidine",2,"13C-Recruit","Acropora-30",0,0,0
"79","1-Methylhistidine",1,"13C-Recruit","Acropora-30",703.297728633333,435.675496262483,703.297728633333
"80","1-Methylhistidine",0,"13C-Recruit","Acropora-30",588745.36201,432438.12682905,589448.659738633
"81","1-Methylhistidine",7,"13C-Recruit","Acropora-33",0,0,0
"82","1-Methylhistidine",6,"13C-Recruit","Acropora-33",0,0,0
"83","1-Methylhistidine",5,"13C-Recruit","Acropora-33",0,0,0
"84","1-Methylhistidine",4,"13C-Recruit","Acropora-33",0,0,0
"85","1-Methylhistidine",3,"13C-Recruit","Acropora-33",0,0,0
"86","1-Methylhistidine",2,"13C-Recruit","Acropora-33",0,0,0
"87","1-Methylhistidine",1,"13C-Recruit","Acropora-33",1172.3178636,578.656431921041,1172.3178636
"88","1-Methylhistidine",0,"13C-Recruit","Acropora-33",146187.067304,101561.488409412,147359.3851676
"89","1-Methylhistidine",7,"13C-Recruit","Acropora-dark",0,NA,0
"90","1-Methylhistidine",6,"13C-Recruit","Acropora-dark",0,NA,0
"91","1-Methylhistidine",5,"13C-Recruit","Acropora-dark",0,NA,0
"92","1-Methylhistidine",4,"13C-Recruit","Acropora-dark",0,NA,0
"93","1-Methylhistidine",3,"13C-Recruit","Acropora-dark",0,NA,0
"94","1-Methylhistidine",2,"13C-Recruit","Acropora-dark",0,NA,0
"95","1-Methylhistidine",1,"13C-Recruit","Acropora-dark",3728.334372,NA,3728.334372
"96","1-Methylhistidine",0,"13C-Recruit","Acropora-dark",984716.1214,NA,988444.455772
"97","1-Methylhistidine",7,"13C-Recruit","Pocillopora-27",0,0,0
"98","1-Methylhistidine",6,"13C-Recruit","Pocillopora-27",0,0,0
"99","1-Methylhistidine",5,"13C-Recruit","Pocillopora-27",0,0,0
"100","1-Methylhistidine",4,"13C-Recruit","Pocillopora-27",0,0,0
"101","1-Methylhistidine",3,"13C-Recruit","Pocillopora-27",0,0,0
"102","1-Methylhistidine",2,"13C-Recruit","Pocillopora-27",0,0,0
"103","1-Methylhistidine",1,"13C-Recruit","Pocillopora-27",1571.11954446,1495.2755058717,1571.11954446
"104","1-Methylhistidine",0,"13C-Recruit","Pocillopora-27",55075.451506,17760.2788403841,56646.57105046
"105","1-Methylhistidine",7,"13C-Recruit","Pocillopora-30",0,0,0
"106","1-Methylhistidine",6,"13C-Recruit","Pocillopora-30",0,0,0
"107","1-Methylhistidine",5,"13C-Recruit","Pocillopora-30",0,0,0
"108","1-Methylhistidine",4,"13C-Recruit","Pocillopora-30",0,0,0
"109","1-Methylhistidine",3,"13C-Recruit","Pocillopora-30",0,0,0
"110","1-Methylhistidine",2,"13C-Recruit","Pocillopora-30",0,0,0
"111","1-Methylhistidine",1,"13C-Recruit","Pocillopora-30",2666.22208725,1112.81723489456,2666.22208725
"112","1-Methylhistidine",0,"13C-Recruit","Pocillopora-30",67730.89157,9953.65385456403,70397.11365725
"113","1-Methylhistidine",7,"13C-Recruit","Pocillopora-33",0,0,0
"114","1-Methylhistidine",6,"13C-Recruit","Pocillopora-33",0,0,0
"115","1-Methylhistidine",5,"13C-Recruit","Pocillopora-33",0,0,0
"116","1-Methylhistidine",4,"13C-Recruit","Pocillopora-33",0,0,0
"117","1-Methylhistidine",3,"13C-Recruit","Pocillopora-33",0,0,0
"118","1-Methylhistidine",2,"13C-Recruit","Pocillopora-33",0,0,0
"119","1-Methylhistidine",1,"13C-Recruit","Pocillopora-33",1795.7914004,1106.93032685675,1795.7914004
"120","1-Methylhistidine",0,"13C-Recruit","Pocillopora-33",72497.110178,14835.6248234232,74292.9015784
"121","1-Methylhistidine",7,"13C-Recruit","Pocillopora-dark",0,NA,0
"122","1-Methylhistidine",6,"13C-Recruit","Pocillopora-dark",0,NA,0
"123","1-Methylhistidine",5,"13C-Recruit","Pocillopora-dark",0,NA,0
"124","1-Methylhistidine",4,"13C-Recruit","Pocillopora-dark",0,NA,0
"125","1-Methylhistidine",3,"13C-Recruit","Pocillopora-dark",0,NA,0
"126","1-Methylhistidine",2,"13C-Recruit","Pocillopora-dark",0,NA,0
"127","1-Methylhistidine",1,"13C-Recruit","Pocillopora-dark",4169.283482,NA,4169.283482
"128","1-Methylhistidine",0,"13C-Recruit","Pocillopora-dark",71268.55964,NA,75437.843122
"129","11a-Hydroxyprogesterone",21,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"130","11a-Hydroxyprogesterone",20,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"131","11a-Hydroxyprogesterone",19,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"132","11a-Hydroxyprogesterone",18,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"133","11a-Hydroxyprogesterone",17,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"134","11a-Hydroxyprogesterone",16,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"135","11a-Hydroxyprogesterone",15,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"136","11a-Hydroxyprogesterone",14,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"137","11a-Hydroxyprogesterone",13,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"138","11a-Hydroxyprogesterone",12,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"139","11a-Hydroxyprogesterone",11,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"140","11a-Hydroxyprogesterone",10,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"141","11a-Hydroxyprogesterone",9,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"142","11a-Hydroxyprogesterone",8,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"143","11a-Hydroxyprogesterone",7,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"144","11a-Hydroxyprogesterone",6,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"145","11a-Hydroxyprogesterone",5,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"146","11a-Hydroxyprogesterone",4,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"147","11a-Hydroxyprogesterone",3,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"148","11a-Hydroxyprogesterone",2,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"149","11a-Hydroxyprogesterone",1,"12C-Ctrl","Acropora-unlabeled",0,NA,0
"150","11a-Hydroxyprogesterone",0,"12C-Ctrl","Acropora-unlabeled",39353.54817,NA,39353.54817
"151","11a-Hydroxyprogesterone",21,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"152","11a-Hydroxyprogesterone",20,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"153","11a-Hydroxyprogesterone",19,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"154","11a-Hydroxyprogesterone",18,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"155","11a-Hydroxyprogesterone",17,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"156","11a-Hydroxyprogesterone",16,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"157","11a-Hydroxyprogesterone",15,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"158","11a-Hydroxyprogesterone",14,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"159","11a-Hydroxyprogesterone",13,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"160","11a-Hydroxyprogesterone",12,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"161","11a-Hydroxyprogesterone",11,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"162","11a-Hydroxyprogesterone",10,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"163","11a-Hydroxyprogesterone",9,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"164","11a-Hydroxyprogesterone",8,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"165","11a-Hydroxyprogesterone",7,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"166","11a-Hydroxyprogesterone",6,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"167","11a-Hydroxyprogesterone",5,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"168","11a-Hydroxyprogesterone",4,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"169","11a-Hydroxyprogesterone",3,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"170","11a-Hydroxyprogesterone",2,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"171","11a-Hydroxyprogesterone",1,"12C-Ctrl","Pocillopora-unlabeled",0,NA,0
"172","11a-Hydroxyprogesterone",0,"12C-Ctrl","Pocillopora-unlabeled",73689.61272,NA,73689.61272
"173","11a-Hydroxyprogesterone",21,"13C-Ctrl","Acropora-dark",0,NA,0
"174","11a-Hydroxyprogesterone",20,"13C-Ctrl","Acropora-dark",0,NA,0
"175","11a-Hydroxyprogesterone",19,"13C-Ctrl","Acropora-dark",0,NA,0
"176","11a-Hydroxyprogesterone",18,"13C-Ctrl","Acropora-dark",0,NA,0
"177","11a-Hydroxyprogesterone",17,"13C-Ctrl","Acropora-dark",0,NA,0
"178","11a-Hydroxyprogesterone",16,"13C-Ctrl","Acropora-dark",0,NA,0
"179","11a-Hydroxyprogesterone",15,"13C-Ctrl","Acropora-dark",0,NA,0
"180","11a-Hydroxyprogesterone",14,"13C-Ctrl","Acropora-dark",0,NA,0
"181","11a-Hydroxyprogesterone",13,"13C-Ctrl","Acropora-dark",0,NA,0
"182","11a-Hydroxyprogesterone",12,"13C-Ctrl","Acropora-dark",0,NA,0
"183","11a-Hydroxyprogesterone",11,"13C-Ctrl","Acropora-dark",0,NA,0
"184","11a-Hydroxyprogesterone",10,"13C-Ctrl","Acropora-dark",0,NA,0
"185","11a-Hydroxyprogesterone",9,"13C-Ctrl","Acropora-dark",0,NA,0
"186","11a-Hydroxyprogesterone",8,"13C-Ctrl","Acropora-dark",0,NA,0
"187","11a-Hydroxyprogesterone",7,"13C-Ctrl","Acropora-dark",0,NA,0
"188","11a-Hydroxyprogesterone",6,"13C-Ctrl","Acropora-dark",0,NA,0
"189","11a-Hydroxyprogesterone",5,"13C-Ctrl","Acropora-dark",0,NA,0
"190","11a-Hydroxyprogesterone",4,"13C-Ctrl","Acropora-dark",0,NA,0
"191","11a-Hydroxyprogesterone",3,"13C-Ctrl","Acropora-dark",0,NA,0
"192","11a-Hydroxyprogesterone",2,"13C-Ctrl","Acropora-dark",0,NA,0
"193","11a-Hydroxyprogesterone",1,"13C-Ctrl","Acropora-dark",0,NA,0
"194","11a-Hydroxyprogesterone",0,"13C-Ctrl","Acropora-dark",58375.59035,NA,58375.59035
"195","11a-Hydroxyprogesterone",21,"13C-Ctrl","Pocillopora-dark",0,NA,0
"196","11a-Hydroxyprogesterone",20,"13C-Ctrl","Pocillopora-dark",0,NA,0
"197","11a-Hydroxyprogesterone",19,"13C-Ctrl","Pocillopora-dark",0,NA,0
"198","11a-Hydroxyprogesterone",18,"13C-Ctrl","Pocillopora-dark",0,NA,0
"199","11a-Hydroxyprogesterone",17,"13C-Ctrl","Pocillopora-dark",0,NA,0
"200","11a-Hydroxyprogesterone",16,"13C-Ctrl","Pocillopora-dark",0,NA,0
"201","11a-Hydroxyprogesterone",15,"13C-Ctrl","Pocillopora-dark",0,NA,0
"202","11a-Hydroxyprogesterone",14,"13C-Ctrl","Pocillopora-dark",0,NA,0
"203","11a-Hydroxyprogesterone",13,"13C-Ctrl","Pocillopora-dark",0,NA,0
"204","11a-Hydroxyprogesterone",12,"13C-Ctrl","Pocillopora-dark",0,NA,0
"205","11a-Hydroxyprogesterone",11,"13C-Ctrl","Pocillopora-dark",0,NA,0
"206","11a-Hydroxyprogesterone",10,"13C-Ctrl","Pocillopora-dark",0,NA,0
"207","11a-Hydroxyprogesterone",9,"13C-Ctrl","Pocillopora-dark",0,NA,0
"208","11a-Hydroxyprogesterone",8,"13C-Ctrl","Pocillopora-dark",0,NA,0
"209","11a-Hydroxyprogesterone",7,"13C-Ctrl","Pocillopora-dark",0,NA,0
"210","11a-Hydroxyprogesterone",6,"13C-Ctrl","Pocillopora-dark",0,NA,0
"211","11a-Hydroxyprogesterone",5,"13C-Ctrl","Pocillopora-dark",0,NA,0
"212","11a-Hydroxyprogesterone",4,"13C-Ctrl","Pocillopora-dark",0,NA,0
"213","11a-Hydroxyprogesterone",3,"13C-Ctrl","Pocillopora-dark",0,NA,0
"214","11a-Hydroxyprogesterone",2,"13C-Ctrl","Pocillopora-dark",0,NA,0
"215","11a-Hydroxyprogesterone",1,"13C-Ctrl","Pocillopora-dark",0,NA,0
"216","11a-Hydroxyprogesterone",0,"13C-Ctrl","Pocillopora-dark",259314.2346,NA,259314.2346
"217","11a-Hydroxyprogesterone",21,"13C-Larvae","Pocillopora-27",0,0,0
"218","11a-Hydroxyprogesterone",20,"13C-Larvae","Pocillopora-27",0,0,0
"219","11a-Hydroxyprogesterone",19,"13C-Larvae","Pocillopora-27",0,0,0
"220","11a-Hydroxyprogesterone",18,"13C-Larvae","Pocillopora-27",0,0,0
"221","11a-Hydroxyprogesterone",17,"13C-Larvae","Pocillopora-27",0,0,0
"222","11a-Hydroxyprogesterone",16,"13C-Larvae","Pocillopora-27",0,0,0
"223","11a-Hydroxyprogesterone",15,"13C-Larvae","Pocillopora-27",0,0,0
"224","11a-Hydroxyprogesterone",14,"13C-Larvae","Pocillopora-27",0,0,0
"225","11a-Hydroxyprogesterone",13,"13C-Larvae","Pocillopora-27",0,0,0
"226","11a-Hydroxyprogesterone",12,"13C-Larvae","Pocillopora-27",0,0,0
"227","11a-Hydroxyprogesterone",11,"13C-Larvae","Pocillopora-27",0,0,0
"228","11a-Hydroxyprogesterone",10,"13C-Larvae","Pocillopora-27",0,0,0
"229","11a-Hydroxyprogesterone",9,"13C-Larvae","Pocillopora-27",0,0,0
"230","11a-Hydroxyprogesterone",8,"13C-Larvae","Pocillopora-27",0,0,0
"231","11a-Hydroxyprogesterone",7,"13C-Larvae","Pocillopora-27",0,0,0
"232","11a-Hydroxyprogesterone",6,"13C-Larvae","Pocillopora-27",0,0,0
"233","11a-Hydroxyprogesterone",5,"13C-Larvae","Pocillopora-27",0,0,0
"234","11a-Hydroxyprogesterone",4,"13C-Larvae","Pocillopora-27",0,0,0
"235","11a-Hydroxyprogesterone",3,"13C-Larvae","Pocillopora-27",0,0,0
"236","11a-Hydroxyprogesterone",2,"13C-Larvae","Pocillopora-27",0,0,0
"237","11a-Hydroxyprogesterone",1,"13C-Larvae","Pocillopora-27",0,0,0
"238","11a-Hydroxyprogesterone",0,"13C-Larvae","Pocillopora-27",3458.51334633333,1781.03871060563,3458.51334633333
"239","11a-Hydroxyprogesterone",21,"13C-Larvae","Pocillopora-30",0,0,0
"240","11a-Hydroxyprogesterone",20,"13C-Larvae","Pocillopora-30",0,0,0
"241","11a-Hydroxyprogesterone",19,"13C-Larvae","Pocillopora-30",0,0,0
"242","11a-Hydroxyprogesterone",18,"13C-Larvae","Pocillopora-30",0,0,0
"243","11a-Hydroxyprogesterone",17,"13C-Larvae","Pocillopora-30",0,0,0
"244","11a-Hydroxyprogesterone",16,"13C-Larvae","Pocillopora-30",0,0,0
"245","11a-Hydroxyprogesterone",15,"13C-Larvae","Pocillopora-30",0,0,0
"246","11a-Hydroxyprogesterone",14,"13C-Larvae","Pocillopora-30",0,0,0
"247","11a-Hydroxyprogesterone",13,"13C-Larvae","Pocillopora-30",0,0,0
"248","11a-Hydroxyprogesterone",12,"13C-Larvae","Pocillopora-30",0,0,0
"249","11a-Hydroxyprogesterone",11,"13C-Larvae","Pocillopora-30",0,0,0
"250","11a-Hydroxyprogesterone",10,"13C-Larvae","Pocillopora-30",0,0,0
"251","11a-Hydroxyprogesterone",9,"13C-Larvae","Pocillopora-30",0,0,0
"252","11a-Hydroxyprogesterone",8,"13C-Larvae","Pocillopora-30",0,0,0
"253","11a-Hydroxyprogesterone",7,"13C-Larvae","Pocillopora-30",0,0,0
"254","11a-Hydroxyprogesterone",6,"13C-Larvae","Pocillopora-30",0,0,0
"255","11a-Hydroxyprogesterone",5,"13C-Larvae","Pocillopora-30",0,0,0
"256","11a-Hydroxyprogesterone",4,"13C-Larvae","Pocillopora-30",0,0,0
"257","11a-Hydroxyprogesterone",3,"13C-Larvae","Pocillopora-30",0,0,0
"258","11a-Hydroxyprogesterone",2,"13C-Larvae","Pocillopora-30",0,0,0
"259","11a-Hydroxyprogesterone",1,"13C-Larvae","Pocillopora-30",0,0,0
"260","11a-Hydroxyprogesterone",0,"13C-Larvae","Pocillopora-30",6501.87986666667,2535.09065473201,6501.87986666667
"261","11a-Hydroxyprogesterone",21,"13C-Larvae","Pocillopora-33",0,0,0
"262","11a-Hydroxyprogesterone",20,"13C-Larvae","Pocillopora-33",0,0,0
"263","11a-Hydroxyprogesterone",19,"13C-Larvae","Pocillopora-33",0,0,0
"264","11a-Hydroxyprogesterone",18,"13C-Larvae","Pocillopora-33",0,0,0
"265","11a-Hydroxyprogesterone",17,"13C-Larvae","Pocillopora-33",0,0,0
"266","11a-Hydroxyprogesterone",16,"13C-Larvae","Pocillopora-33",0,0,0
"267","11a-Hydroxyprogesterone",15,"13C-Larvae","Pocillopora-33",0,0,0
"268","11a-Hydroxyprogesterone",14,"13C-Larvae","Pocillopora-33",0,0,0
"269","11a-Hydroxyprogesterone",13,"13C-Larvae","Pocillopora-33",0,0,0
"270","11a-Hydroxyprogesterone",12,"13C-Larvae","Pocillopora-33",0,0,0
"271","11a-Hydroxyprogesterone",11,"13C-Larvae","Pocillopora-33",0,0,0
"272","11a-Hydroxyprogesterone",10,"13C-Larvae","Pocillopora-33",0,0,0
"273","11a-Hydroxyprogesterone",9,"13C-Larvae","Pocillopora-33",0,0,0
"274","11a-Hydroxyprogesterone",8,"13C-Larvae","Pocillopora-33",0,0,0
"275","11a-Hydroxyprogesterone",7,"13C-Larvae","Pocillopora-33",0,0,0
"276","11a-Hydroxyprogesterone",6,"13C-Larvae","Pocillopora-33",0,0,0
"277","11a-Hydroxyprogesterone",5,"13C-Larvae","Pocillopora-33",0,0,0
"278","11a-Hydroxyprogesterone",4,"13C-Larvae","Pocillopora-33",0,0,0
"279","11a-Hydroxyprogesterone",3,"13C-Larvae","Pocillopora-33",0,0,0
"280","11a-Hydroxyprogesterone",2,"13C-Larvae","Pocillopora-33",0,0,0
"281","11a-Hydroxyprogesterone",1,"13C-Larvae","Pocillopora-33",0,0,0
"282","11a-Hydroxyprogesterone",0,"13C-Larvae","Pocillopora-33",2132.9375958,879.913142789037,2132.9375958
"283","11a-Hydroxyprogesterone",21,"13C-Larvae","Pocillopora-dark",0,0,0
"284","11a-Hydroxyprogesterone",20,"13C-Larvae","Pocillopora-dark",0,0,0
"285","11a-Hydroxyprogesterone",19,"13C-Larvae","Pocillopora-dark",0,0,0
"286","11a-Hydroxyprogesterone",18,"13C-Larvae","Pocillopora-dark",0,0,0
"287","11a-Hydroxyprogesterone",17,"13C-Larvae","Pocillopora-dark",0,0,0
"288","11a-Hydroxyprogesterone",16,"13C-Larvae","Pocillopora-dark",0,0,0
"289","11a-Hydroxyprogesterone",15,"13C-Larvae","Pocillopora-dark",0,0,0
"290","11a-Hydroxyprogesterone",14,"13C-Larvae","Pocillopora-dark",0,0,0
"291","11a-Hydroxyprogesterone",13,"13C-Larvae","Pocillopora-dark",0,0,0
"292","11a-Hydroxyprogesterone",12,"13C-Larvae","Pocillopora-dark",0,0,0
"293","11a-Hydroxyprogesterone",11,"13C-Larvae","Pocillopora-dark",0,0,0
"294","11a-Hydroxyprogesterone",10,"13C-Larvae","Pocillopora-dark",0,0,0
"295","11a-Hydroxyprogesterone",9,"13C-Larvae","Pocillopora-dark",0,0,0
"296","11a-Hydroxyprogesterone",8,"13C-Larvae","Pocillopora-dark",0,0,0
"297","11a-Hydroxyprogesterone",7,"13C-Larvae","Pocillopora-dark",0,0,0
"298","11a-Hydroxyprogesterone",6,"13C-Larvae","Pocillopora-dark",0,0,0
"299","11a-Hydroxyprogesterone",5,"13C-Larvae","Pocillopora-dark",0,0,0
"300","11a-Hydroxyprogesterone",4,"13C-Larvae","Pocillopora-dark",0,0,0
"301","11a-Hydroxyprogesterone",3,"13C-Larvae","Pocillopora-dark",0,0,0
"302","11a-Hydroxyprogesterone",2,"13C-Larvae","Pocillopora-dark",0,0,0
"303","11a-Hydroxyprogesterone",1,"13C-Larvae","Pocillopora-dark",0,0,0
"304","11a-Hydroxyprogesterone",0,"13C-Larvae","Pocillopora-dark",3817.35854766667,2443.93408044724,3817.35854766667
"305","11a-Hydroxyprogesterone",21,"13C-Recruit","Acropora-27",0,0,0
"306","11a-Hydroxyprogesterone",20,"13C-Recruit","Acropora-27",0,0,0
"307","11a-Hydroxyprogesterone",19,"13C-Recruit","Acropora-27",0,0,0
"308","11a-Hydroxyprogesterone",18,"13C-Recruit","Acropora-27",0,0,0
"309","11a-Hydroxyprogesterone",17,"13C-Recruit","Acropora-27",0,0,0
"310","11a-Hydroxyprogesterone",16,"13C-Recruit","Acropora-27",0,0,0
"311","11a-Hydroxyprogesterone",15,"13C-Recruit","Acropora-27",0,0,0
